Customer_ID,Age_Group,Gender,Recommended_Products,Promotion_Applied
CUST_1139,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1140,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1141,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1142,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1143,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1144,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1145,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1146,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1147,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1148,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1149,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1150,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1151,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1152,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1153,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1154,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1155,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1156,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1157,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1158,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1159,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1160,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1161,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1162,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1163,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1164,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1165,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1166,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1167,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1168,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1169,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1170,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1171,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1172,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1173,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1174,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1175,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1176,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1177,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1178,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1179,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1180,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1181,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1182,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1183,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1184,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1185,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1186,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1187,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1188,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1189,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1190,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1191,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1192,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1193,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1194,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1195,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1196,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1197,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1198,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1199,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1200,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1201,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1202,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1203,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1204,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1205,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1206,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1207,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1208,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1209,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1210,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1211,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1212,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1213,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1214,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1215,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1216,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1217,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1218,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1219,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1220,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1221,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1222,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1223,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1224,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1225,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1226,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1227,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1228,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1229,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1230,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1231,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1232,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1233,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1234,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1235,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1236,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1237,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1238,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1239,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1240,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1241,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1242,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1243,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1244,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1245,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1246,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1247,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1248,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1249,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1250,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1251,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1252,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1253,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1254,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1255,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1256,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1257,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1258,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1259,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1260,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1261,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1262,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1263,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1264,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1265,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1266,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1267,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1268,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1269,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1270,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1271,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1272,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1273,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1274,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1275,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1276,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1277,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1278,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1279,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1280,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_1281,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1282,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1283,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1284,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1285,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1286,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1287,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1288,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1289,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1290,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1291,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1292,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1293,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1294,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1295,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1296,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1297,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1298,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1299,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1300,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1301,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1302,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1303,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1304,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1305,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1306,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_1307,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1308,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1309,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1310,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1311,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_1312,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1313,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1314,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1315,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_1316,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_1317,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1318,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1319,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1320,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_1321,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_1322,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_1323,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_1324,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
