Transaction_ID,Customer_ID,Product_Name,Shelf_Location,Price_VND
TRANS_01259,CUST_0641,Nước tăng lực,Kệ J2,1990000
TRANS_01260,CUST_0641,Giày sneaker,Kệ E1,1785000
TRANS_01261,CUST_0641,Đồng hồ thể thao,Kệ I1,32000
TRANS_01262,CUST_0642,Thực phẩm chức năng,Kệ O1,1795000
TRANS_01263,CUST_0642,Gậy đi bộ,Kệ P1,706000
TRANS_01264,CUST_0642,Trà xanh,Kệ N3,1020000
TRANS_01265,CUST_0643,Trà thảo mộc,Kệ N4,212000
TRANS_01266,CUST_0643,Thực phẩm bổ sung canxi,Kệ O2,930000
TRANS_01267,CUST_0644,Trà sữa pha sẵn,Kệ J3,1620000
TRANS_01268,CUST_0644,Túi xách,Kệ L2,878000
TRANS_01269,CUST_0644,Mỹ phẩm dưỡng da,Kệ K1,1341000
TRANS_01270,CUST_0645,Thực phẩm chức năng,Kệ O1,433000
TRANS_01271,CUST_0646,Rượu vang,Kệ M1,1322000
TRANS_01272,CUST_0647,Mỹ phẩm cao cấp,Kệ K2,513000
TRANS_01273,CUST_0647,Thực phẩm chức năng,Kệ O1,1470000
TRANS_01274,CUST_0648,Thực phẩm chức năng,Kệ O1,463000
TRANS_01275,CUST_0648,Mỹ phẩm cao cấp,Kệ K2,563000
TRANS_01276,CUST_0648,Rượu vang,Kệ M1,103000
TRANS_01277,CUST_0649,Thực phẩm chức năng,Kệ O1,1099000
TRANS_01278,CUST_0649,Gậy đi bộ,Kệ P1,1028000
TRANS_01279,CUST_0650,Cà phê hòa tan,Kệ N2,1218000
TRANS_01280,CUST_0650,Rượu vang,Kệ M1,624000
TRANS_01281,CUST_0651,Trà xanh,Kệ N3,474000
TRANS_01282,CUST_0651,Thực phẩm chức năng,Kệ O1,1097000
TRANS_01283,CUST_0651,Gậy đi bộ,Kệ P1,1367000
TRANS_01284,CUST_0652,Kem dưỡng da lão hóa,Kệ K3,1464000
TRANS_01285,CUST_0653,Rượu vang,Kệ M1,1522000
TRANS_01286,CUST_0653,Đồng hồ lịch lãm,Kệ I2,813000
TRANS_01287,CUST_0654,Giày sneaker,Kệ E1,859000
TRANS_01288,CUST_0655,Mỹ phẩm cao cấp,Kệ K2,1034000
TRANS_01289,CUST_0656,Túi xách,Kệ L2,935000
TRANS_01290,CUST_0656,Trà sữa pha sẵn,Kệ J3,610000
TRANS_01291,CUST_0657,Ba lô học sinh,Kệ F2,616000
TRANS_01292,CUST_0657,Kẹp tóc thời trang,Kệ D2,259000
TRANS_01293,CUST_0658,Mỹ phẩm cao cấp,Kệ K2,1467000
TRANS_01294,CUST_0659,Túi xách,Kệ L2,1822000
TRANS_01295,CUST_0659,Trà sữa pha sẵn,Kệ J3,1125000
TRANS_01296,CUST_0659,Mỹ phẩm dưỡng da,Kệ K1,25000
TRANS_01297,CUST_0660,Son dưỡng môi,Kệ H1,1597000
TRANS_01298,CUST_0660,Kẹp tóc thời trang,Kệ D2,1277000
TRANS_01299,CUST_0660,Ba lô học sinh,Kệ F2,1586000
TRANS_01300,CUST_0661,Túi xách,Kệ L2,1440000
TRANS_01301,CUST_0661,Trà sữa pha sẵn,Kệ J3,1370000
TRANS_01302,CUST_0662,Giày sneaker,Kệ E1,1722000
TRANS_01303,CUST_0662,Nước tăng lực,Kệ J2,248000
TRANS_01304,CUST_0663,Tai nghe,Kệ G3,1404000
TRANS_01305,CUST_0663,Ba lô học sinh,Kệ F2,819000
TRANS_01306,CUST_0663,Giày sneaker,Kệ E1,811000
TRANS_01307,CUST_0664,Thực phẩm chức năng,Kệ O1,861000
TRANS_01308,CUST_0665,Trà sữa pha sẵn,Kệ J3,1620000
TRANS_01309,CUST_0665,Túi xách,Kệ L2,359000
TRANS_01310,CUST_0666,Bánh kẹo trẻ em,Kệ C2,1807000
TRANS_01311,CUST_0666,Bút màu,Kệ B3,739000
TRANS_01312,CUST_0666,Đồ chơi xe hơi,Kệ A1,1471000
TRANS_01313,CUST_0667,Đồng hồ lịch lãm,Kệ I2,876000
TRANS_01314,CUST_0667,Cà phê hòa tan,Kệ N2,1126000
TRANS_01315,CUST_0668,Mỹ phẩm cao cấp,Kệ K2,1064000
TRANS_01316,CUST_0669,Son dưỡng môi,Kệ H1,727000
TRANS_01317,CUST_0669,Kẹp tóc thời trang,Kệ D2,417000
TRANS_01318,CUST_0670,Kẹp tóc,Kệ D1,1824000
TRANS_01319,CUST_0670,Búp bê,Kệ A2,1629000
TRANS_01320,CUST_0670,Bút màu,Kệ B3,1942000
TRANS_01321,CUST_0671,Kẹp tóc thời trang,Kệ D2,791000
TRANS_01322,CUST_0672,Son dưỡng môi,Kệ H1,337000
TRANS_01323,CUST_0672,Ba lô học sinh,Kệ F2,1728000
TRANS_01324,CUST_0673,Bánh kẹo trẻ em,Kệ C2,505000
TRANS_01325,CUST_0674,Thực phẩm chức năng,Kệ O1,683000
TRANS_01326,CUST_0674,Trà xanh,Kệ N3,665000
TRANS_01327,CUST_0675,Kẹp tóc,Kệ D1,1552000
TRANS_01328,CUST_0676,Ba lô học sinh,Kệ F2,924000
TRANS_01329,CUST_0676,Tai nghe,Kệ G3,1313000
TRANS_01330,CUST_0676,Giày sneaker,Kệ E1,970000
TRANS_01331,CUST_0677,Rượu vang,Kệ M1,1795000
TRANS_01332,CUST_0677,Đồng hồ lịch lãm,Kệ I2,1718000
TRANS_01333,CUST_0678,Mỹ phẩm dưỡng da,Kệ K1,1183000
TRANS_01334,CUST_0679,Kẹp tóc thời trang,Kệ D2,1219000
TRANS_01335,CUST_0680,Trà xanh,Kệ N3,1375000
TRANS_01336,CUST_0680,Gậy đi bộ,Kệ P1,1022000
TRANS_01337,CUST_0681,Kẹp tóc,Kệ D1,399000
TRANS_01338,CUST_0681,Búp bê,Kệ A2,1472000
TRANS_01339,CUST_0682,Thực phẩm chức năng,Kệ O1,685000
TRANS_01340,CUST_0683,Giày sneaker,Kệ E1,579000
TRANS_01341,CUST_0683,Đồng hồ thể thao,Kệ I1,1769000
TRANS_01342,CUST_0683,Nước tăng lực,Kệ J2,1390000
TRANS_01343,CUST_0684,Kẹp tóc thời trang,Kệ D2,580000
TRANS_01344,CUST_0684,Ba lô học sinh,Kệ F2,1702000
TRANS_01345,CUST_0685,Ba lô học sinh,Kệ F2,1548000
TRANS_01346,CUST_0686,Kem dưỡng da lão hóa,Kệ K3,1979000
TRANS_01347,CUST_0686,Thực phẩm bổ sung canxi,Kệ O2,1901000
TRANS_01348,CUST_0687,Thực phẩm bổ sung canxi,Kệ O2,1727000
TRANS_01349,CUST_0688,Kem dưỡng da lão hóa,Kệ K3,570000
TRANS_01350,CUST_0689,Kẹp tóc,Kệ D1,884000
TRANS_01351,CUST_0690,Bánh kẹo trẻ em,Kệ C2,1217000
TRANS_01352,CUST_0690,Đồ chơi xe hơi,Kệ A1,1472000
TRANS_01353,CUST_0691,Trà thảo mộc,Kệ N4,896000
TRANS_01354,CUST_0691,Kem dưỡng da lão hóa,Kệ K3,1459000
TRANS_01355,CUST_0691,Thực phẩm bổ sung canxi,Kệ O2,1343000
TRANS_01356,CUST_0692,Mỹ phẩm cao cấp,Kệ K2,1474000
TRANS_01357,CUST_0692,Rượu vang,Kệ M1,512000
TRANS_01358,CUST_0692,Thực phẩm chức năng,Kệ O1,778000
TRANS_01359,CUST_0693,Kem dưỡng da lão hóa,Kệ K3,1424000
TRANS_01360,CUST_0694,Túi xách,Kệ L2,117000
TRANS_01361,CUST_0695,Túi xách,Kệ L2,1423000
TRANS_01362,CUST_0695,Trà sữa pha sẵn,Kệ J3,1058000
TRANS_01363,CUST_0696,Nước tăng lực,Kệ J2,466000
TRANS_01364,CUST_0696,Đồng hồ thể thao,Kệ I1,1879000
TRANS_01365,CUST_0697,Thực phẩm chức năng,Kệ O1,1470000
TRANS_01366,CUST_0698,Kẹp tóc,Kệ D1,748000
TRANS_01367,CUST_0699,Rượu vang,Kệ M1,1087000
TRANS_01368,CUST_0699,Đồng hồ lịch lãm,Kệ I2,381000
TRANS_01369,CUST_0700,Đồng hồ thể thao,Kệ I1,810000
TRANS_01370,CUST_0700,Nước tăng lực,Kệ J2,1163000
TRANS_01371,CUST_0701,Đồ chơi xe hơi,Kệ A1,823000
TRANS_01372,CUST_0702,Trà xanh,Kệ N3,1895000
TRANS_01373,CUST_0702,Thực phẩm chức năng,Kệ O1,1051000
TRANS_01374,CUST_0702,Gậy đi bộ,Kệ P1,1115000
TRANS_01375,CUST_0703,Đồng hồ thể thao,Kệ I1,82000
TRANS_01376,CUST_0703,Nước tăng lực,Kệ J2,1345000
TRANS_01377,CUST_0704,Giày sneaker,Kệ E1,1270000
TRANS_01378,CUST_0705,Trà thảo mộc,Kệ N4,1828000
TRANS_01379,CUST_0705,Kem dưỡng da lão hóa,Kệ K3,32000
TRANS_01380,CUST_0705,Thực phẩm bổ sung canxi,Kệ O2,1034000
TRANS_01381,CUST_0706,Đồng hồ thể thao,Kệ I1,466000
TRANS_01382,CUST_0706,Nước tăng lực,Kệ J2,578000
TRANS_01383,CUST_0706,Giày sneaker,Kệ E1,1484000
TRANS_01384,CUST_0707,Ba lô học sinh,Kệ F2,1101000
TRANS_01385,CUST_0708,Son dưỡng môi,Kệ H1,593000
TRANS_01386,CUST_0708,Ba lô học sinh,Kệ F2,1409000
TRANS_01387,CUST_0709,Rượu vang,Kệ M1,65000
TRANS_01388,CUST_0709,Đồng hồ lịch lãm,Kệ I2,1036000
TRANS_01389,CUST_0710,Đồ chơi xe hơi,Kệ A1,1363000
TRANS_01390,CUST_0710,Bánh kẹo trẻ em,Kệ C2,136000
TRANS_01391,CUST_0710,Bút màu,Kệ B3,756000
TRANS_01392,CUST_0711,Trà sữa pha sẵn,Kệ J3,739000
TRANS_01393,CUST_0712,Bánh kẹo trẻ em,Kệ C2,671000
TRANS_01394,CUST_0712,Bút màu,Kệ B3,1059000
TRANS_01395,CUST_0712,Đồ chơi xe hơi,Kệ A1,45000
TRANS_01396,CUST_0713,Ba lô học sinh,Kệ F2,1330000
TRANS_01397,CUST_0713,Kẹp tóc thời trang,Kệ D2,206000
TRANS_01398,CUST_0713,Son dưỡng môi,Kệ H1,853000
TRANS_01399,CUST_0714,Nước tăng lực,Kệ J2,1243000
TRANS_01400,CUST_0715,Trà thảo mộc,Kệ N4,1801000
TRANS_01401,CUST_0715,Kem dưỡng da lão hóa,Kệ K3,1543000
TRANS_01402,CUST_0716,Kẹp tóc thời trang,Kệ D2,1855000
TRANS_01403,CUST_0717,Mỹ phẩm dưỡng da,Kệ K1,1232000
TRANS_01404,CUST_0717,Túi xách,Kệ L2,80000
TRANS_01405,CUST_0717,Trà sữa pha sẵn,Kệ J3,561000
TRANS_01406,CUST_0718,Rượu vang,Kệ M1,1980000
TRANS_01407,CUST_0718,Thực phẩm chức năng,Kệ O1,1810000
TRANS_01408,CUST_0718,Mỹ phẩm cao cấp,Kệ K2,1631000
TRANS_01409,CUST_0719,Thực phẩm bổ sung canxi,Kệ O2,927000
TRANS_01410,CUST_0720,Ba lô học sinh,Kệ F2,326000
TRANS_01411,CUST_0720,Giày sneaker,Kệ E1,1166000
TRANS_01412,CUST_0720,Tai nghe,Kệ G3,1435000
TRANS_01413,CUST_0721,Đồng hồ thể thao,Kệ I1,675000
TRANS_01414,CUST_0721,Nước tăng lực,Kệ J2,848000
TRANS_01415,CUST_0722,Rượu vang,Kệ M1,648000
TRANS_01416,CUST_0722,Thực phẩm chức năng,Kệ O1,1321000
TRANS_01417,CUST_0723,Đồng hồ thể thao,Kệ I1,1024000
TRANS_01418,CUST_0723,Giày sneaker,Kệ E1,1913000
TRANS_01419,CUST_0724,Búp bê,Kệ A2,833000
TRANS_01420,CUST_0724,Bút màu,Kệ B3,1436000
TRANS_01421,CUST_0725,Rượu vang,Kệ M1,1109000
TRANS_01422,CUST_0726,Bút màu,Kệ B3,306000
TRANS_01423,CUST_0726,Kẹp tóc,Kệ D1,1534000
TRANS_01424,CUST_0726,Búp bê,Kệ A2,1578000
TRANS_01425,CUST_0727,Rượu vang,Kệ M1,1526000
TRANS_01426,CUST_0728,Kẹp tóc,Kệ D1,1754000
TRANS_01427,CUST_0728,Bút màu,Kệ B3,241000
TRANS_01428,CUST_0729,Son dưỡng môi,Kệ H1,1275000
TRANS_01429,CUST_0729,Kẹp tóc thời trang,Kệ D2,575000
TRANS_01430,CUST_0729,Ba lô học sinh,Kệ F2,869000
TRANS_01431,CUST_0730,Giày sneaker,Kệ E1,1037000
TRANS_01432,CUST_0730,Tai nghe,Kệ G3,152000
TRANS_01433,CUST_0730,Ba lô học sinh,Kệ F2,627000
TRANS_01434,CUST_0731,Đồ chơi xe hơi,Kệ A1,1822000
TRANS_01435,CUST_0732,Giày sneaker,Kệ E1,1897000
TRANS_01436,CUST_0733,Đồ chơi xe hơi,Kệ A1,936000
TRANS_01437,CUST_0733,Bút màu,Kệ B3,257000
TRANS_01438,CUST_0734,Giày sneaker,Kệ E1,217000
TRANS_01439,CUST_0734,Ba lô học sinh,Kệ F2,736000
TRANS_01440,CUST_0735,Bánh kẹo trẻ em,Kệ C2,1070000
TRANS_01441,CUST_0735,Đồ chơi xe hơi,Kệ A1,1876000
TRANS_01442,CUST_0735,Bút màu,Kệ B3,1957000
TRANS_01443,CUST_0736,Mỹ phẩm dưỡng da,Kệ K1,698000
TRANS_01444,CUST_0736,Túi xách,Kệ L2,988000
TRANS_01445,CUST_0736,Trà sữa pha sẵn,Kệ J3,631000
TRANS_01446,CUST_0737,Rượu vang,Kệ M1,565000
TRANS_01447,CUST_0737,Thực phẩm chức năng,Kệ O1,1503000
TRANS_01448,CUST_0737,Mỹ phẩm cao cấp,Kệ K2,655000
TRANS_01449,CUST_0738,Túi xách,Kệ L2,914000
TRANS_01450,CUST_0739,Bút màu,Kệ B3,763000
TRANS_01451,CUST_0739,Bánh kẹo trẻ em,Kệ C2,1401000
TRANS_01452,CUST_0740,Thực phẩm chức năng,Kệ O1,1446000
TRANS_01453,CUST_0740,Trà xanh,Kệ N3,45000
TRANS_01454,CUST_0741,Trà thảo mộc,Kệ N4,1603000
TRANS_01455,CUST_0742,Giày sneaker,Kệ E1,1286000
TRANS_01456,CUST_0742,Ba lô học sinh,Kệ F2,752000
TRANS_01457,CUST_0742,Tai nghe,Kệ G3,822000
TRANS_01458,CUST_0743,Trà sữa pha sẵn,Kệ J3,764000
TRANS_01459,CUST_0744,Giày sneaker,Kệ E1,1832000
TRANS_01460,CUST_0744,Nước tăng lực,Kệ J2,1393000
TRANS_01461,CUST_0744,Đồng hồ thể thao,Kệ I1,745000
TRANS_01462,CUST_0745,Búp bê,Kệ A2,592000
TRANS_01463,CUST_0745,Kẹp tóc,Kệ D1,1581000
TRANS_01464,CUST_0745,Bút màu,Kệ B3,1069000
TRANS_01465,CUST_0746,Giày sneaker,Kệ E1,114000
TRANS_01466,CUST_0746,Đồng hồ thể thao,Kệ I1,808000
TRANS_01467,CUST_0746,Nước tăng lực,Kệ J2,296000
TRANS_01468,CUST_0747,Ba lô học sinh,Kệ F2,1187000
TRANS_01469,CUST_0748,Thực phẩm chức năng,Kệ O1,1886000
TRANS_01470,CUST_0748,Trà xanh,Kệ N3,665000
TRANS_01471,CUST_0749,Thực phẩm chức năng,Kệ O1,520000
TRANS_01472,CUST_0750,Tai nghe,Kệ G3,325000
TRANS_01473,CUST_0750,Ba lô học sinh,Kệ F2,1354000
TRANS_01474,CUST_0750,Giày sneaker,Kệ E1,712000
TRANS_01475,CUST_0751,Bánh kẹo trẻ em,Kệ C2,1680000
TRANS_01476,CUST_0751,Bút màu,Kệ B3,1257000
TRANS_01477,CUST_0752,Kẹp tóc,Kệ D1,354000
TRANS_01478,CUST_0752,Bút màu,Kệ B3,1076000
TRANS_01479,CUST_0753,Gậy đi bộ,Kệ P1,1061000
TRANS_01480,CUST_0753,Thực phẩm chức năng,Kệ O1,1056000
TRANS_01481,CUST_0754,Kẹp tóc thời trang,Kệ D2,1357000
TRANS_01482,CUST_0755,Thực phẩm bổ sung canxi,Kệ O2,1908000
TRANS_01483,CUST_0756,Rượu vang,Kệ M1,1874000
TRANS_01484,CUST_0757,Cà phê hòa tan,Kệ N2,159000
TRANS_01485,CUST_0758,Bút màu,Kệ B3,333000
TRANS_01486,CUST_0758,Đồ chơi xe hơi,Kệ A1,1335000
TRANS_01487,CUST_0759,Kem dưỡng da lão hóa,Kệ K3,1594000
TRANS_01488,CUST_0760,Bút màu,Kệ B3,1980000
TRANS_01489,CUST_0761,Thực phẩm chức năng,Kệ O1,845000
TRANS_01490,CUST_0761,Mỹ phẩm cao cấp,Kệ K2,748000
TRANS_01491,CUST_0762,Trà thảo mộc,Kệ N4,456000
TRANS_01492,CUST_0763,Ba lô học sinh,Kệ F2,319000
TRANS_01493,CUST_0764,Giày sneaker,Kệ E1,1992000
TRANS_01494,CUST_0764,Ba lô học sinh,Kệ F2,1214000
TRANS_01495,CUST_0765,Giày sneaker,Kệ E1,757000
TRANS_01496,CUST_0765,Đồng hồ thể thao,Kệ I1,1434000
TRANS_01497,CUST_0765,Nước tăng lực,Kệ J2,250000
TRANS_01498,CUST_0766,Trà xanh,Kệ N3,265000
TRANS_01499,CUST_0766,Gậy đi bộ,Kệ P1,752000
TRANS_01500,CUST_0766,Thực phẩm chức năng,Kệ O1,1009000
TRANS_01501,CUST_0767,Trà thảo mộc,Kệ N4,1131000
TRANS_01502,CUST_0767,Thực phẩm bổ sung canxi,Kệ O2,619000
TRANS_01503,CUST_0767,Kem dưỡng da lão hóa,Kệ K3,1693000
TRANS_01504,CUST_0768,Đồng hồ thể thao,Kệ I1,1884000
TRANS_01505,CUST_0768,Giày sneaker,Kệ E1,736000
TRANS_01506,CUST_0769,Búp bê,Kệ A2,136000
TRANS_01507,CUST_0769,Kẹp tóc,Kệ D1,1551000
TRANS_01508,CUST_0769,Bút màu,Kệ B3,1440000
TRANS_01509,CUST_0770,Trà xanh,Kệ N3,1571000
TRANS_01510,CUST_0770,Gậy đi bộ,Kệ P1,356000
TRANS_01511,CUST_0771,Trà xanh,Kệ N3,1797000
TRANS_01512,CUST_0771,Gậy đi bộ,Kệ P1,904000
TRANS_01513,CUST_0771,Thực phẩm chức năng,Kệ O1,519000
TRANS_01514,CUST_0772,Thực phẩm chức năng,Kệ O1,1356000
TRANS_01515,CUST_0772,Rượu vang,Kệ M1,73000
TRANS_01516,CUST_0773,Bánh kẹo trẻ em,Kệ C2,481000
TRANS_01517,CUST_0773,Bút màu,Kệ B3,667000
TRANS_01518,CUST_0773,Đồ chơi xe hơi,Kệ A1,1076000
TRANS_01519,CUST_0774,Kẹp tóc,Kệ D1,1492000
TRANS_01520,CUST_0774,Bút màu,Kệ B3,643000
TRANS_01521,CUST_0774,Búp bê,Kệ A2,1428000
TRANS_01522,CUST_0775,Túi xách,Kệ L2,226000
TRANS_01523,CUST_0775,Trà sữa pha sẵn,Kệ J3,1129000
TRANS_01524,CUST_0775,Mỹ phẩm dưỡng da,Kệ K1,662000
TRANS_01525,CUST_0776,Kem dưỡng da lão hóa,Kệ K3,641000
TRANS_01526,CUST_0777,Mỹ phẩm dưỡng da,Kệ K1,1715000
TRANS_01527,CUST_0777,Trà sữa pha sẵn,Kệ J3,875000
TRANS_01528,CUST_0777,Túi xách,Kệ L2,496000
TRANS_01529,CUST_0778,Thực phẩm bổ sung canxi,Kệ O2,283000
TRANS_01530,CUST_0779,Trà thảo mộc,Kệ N4,1361000
TRANS_01531,CUST_0779,Kem dưỡng da lão hóa,Kệ K3,1817000
TRANS_01532,CUST_0779,Thực phẩm bổ sung canxi,Kệ O2,723000
TRANS_01533,CUST_0780,Trà xanh,Kệ N3,806000
TRANS_01534,CUST_0780,Thực phẩm chức năng,Kệ O1,1247000
TRANS_01535,CUST_0781,Kẹp tóc,Kệ D1,924000
TRANS_01536,CUST_0781,Bút màu,Kệ B3,1047000
TRANS_01537,CUST_0781,Búp bê,Kệ A2,908000
TRANS_01538,CUST_0782,Búp bê,Kệ A2,171000
TRANS_01539,CUST_0782,Bút màu,Kệ B3,1737000
TRANS_01540,CUST_0783,Giày sneaker,Kệ E1,1404000
TRANS_01541,CUST_0784,Gậy đi bộ,Kệ P1,266000
TRANS_01542,CUST_0784,Thực phẩm chức năng,Kệ O1,550000
TRANS_01543,CUST_0784,Trà xanh,Kệ N3,1970000
TRANS_01544,CUST_0785,Kẹp tóc thời trang,Kệ D2,616000
TRANS_01545,CUST_0786,Bút màu,Kệ B3,1657000
TRANS_01546,CUST_0786,Đồ chơi xe hơi,Kệ A1,1847000
TRANS_01547,CUST_0786,Bánh kẹo trẻ em,Kệ C2,1065000
TRANS_01548,CUST_0787,Rượu vang,Kệ M1,1980000
TRANS_01549,CUST_0787,Mỹ phẩm cao cấp,Kệ K2,179000
TRANS_01550,CUST_0787,Thực phẩm chức năng,Kệ O1,1937000
TRANS_01551,CUST_0788,Mỹ phẩm dưỡng da,Kệ K1,1853000
TRANS_01552,CUST_0788,Trà sữa pha sẵn,Kệ J3,96000
TRANS_01553,CUST_0789,Đồ chơi xe hơi,Kệ A1,678000
TRANS_01554,CUST_0790,Kem dưỡng da lão hóa,Kệ K3,1700000
TRANS_01555,CUST_0791,Bánh kẹo trẻ em,Kệ C2,1963000
TRANS_01556,CUST_0791,Bút màu,Kệ B3,711000
TRANS_01557,CUST_0792,Kẹp tóc thời trang,Kệ D2,294000
TRANS_01558,CUST_0793,Cà phê hòa tan,Kệ N2,320000
TRANS_01559,CUST_0794,Gậy đi bộ,Kệ P1,1884000
TRANS_01560,CUST_0794,Trà xanh,Kệ N3,1102000
TRANS_01561,CUST_0794,Thực phẩm chức năng,Kệ O1,495000
TRANS_01562,CUST_0795,Túi xách,Kệ L2,198000
TRANS_01563,CUST_0795,Mỹ phẩm dưỡng da,Kệ K1,758000
TRANS_01564,CUST_0795,Trà sữa pha sẵn,Kệ J3,377000
TRANS_01565,CUST_0796,Son dưỡng môi,Kệ H1,1661000
TRANS_01566,CUST_0796,Ba lô học sinh,Kệ F2,112000
TRANS_01567,CUST_0796,Kẹp tóc thời trang,Kệ D2,1605000
TRANS_01568,CUST_0797,Trà sữa pha sẵn,Kệ J3,1229000
TRANS_01569,CUST_0797,Mỹ phẩm dưỡng da,Kệ K1,1041000
TRANS_01570,CUST_0797,Túi xách,Kệ L2,495000
TRANS_01571,CUST_0798,Bánh kẹo trẻ em,Kệ C2,1806000
TRANS_01572,CUST_0798,Đồ chơi xe hơi,Kệ A1,1974000
TRANS_01573,CUST_0799,Rượu vang,Kệ M1,1744000
TRANS_01574,CUST_0799,Cà phê hòa tan,Kệ N2,951000
TRANS_01575,CUST_0800,Trà sữa pha sẵn,Kệ J3,22000
TRANS_01576,CUST_0801,Giày sneaker,Kệ E1,1933000
TRANS_01577,CUST_0801,Ba lô học sinh,Kệ F2,48000
TRANS_01578,CUST_0801,Tai nghe,Kệ G3,1864000
TRANS_01579,CUST_0802,Rượu vang,Kệ M1,209000
TRANS_01580,CUST_0803,Trà thảo mộc,Kệ N4,94000
TRANS_01581,CUST_0804,Gậy đi bộ,Kệ P1,1129000
TRANS_01582,CUST_0804,Trà xanh,Kệ N3,1628000
TRANS_01583,CUST_0805,Bánh kẹo trẻ em,Kệ C2,244000
TRANS_01584,CUST_0805,Bút màu,Kệ B3,899000
TRANS_01585,CUST_0806,Trà xanh,Kệ N3,1584000
TRANS_01586,CUST_0807,Bút màu,Kệ B3,363000
TRANS_01587,CUST_0807,Búp bê,Kệ A2,1875000
TRANS_01588,CUST_0808,Túi xách,Kệ L2,323000
TRANS_01589,CUST_0808,Mỹ phẩm dưỡng da,Kệ K1,290000
TRANS_01590,CUST_0808,Trà sữa pha sẵn,Kệ J3,687000
TRANS_01591,CUST_0809,Ba lô học sinh,Kệ F2,474000
TRANS_01592,CUST_0809,Son dưỡng môi,Kệ H1,1658000
TRANS_01593,CUST_0809,Kẹp tóc thời trang,Kệ D2,524000
TRANS_01594,CUST_0810,Trà sữa pha sẵn,Kệ J3,1215000
TRANS_01595,CUST_0811,Đồng hồ lịch lãm,Kệ I2,1661000
TRANS_01596,CUST_0811,Cà phê hòa tan,Kệ N2,911000
TRANS_01597,CUST_0812,Thực phẩm chức năng,Kệ O1,1661000
TRANS_01598,CUST_0812,Gậy đi bộ,Kệ P1,1638000
TRANS_01599,CUST_0812,Trà xanh,Kệ N3,1910000
TRANS_01600,CUST_0813,Son dưỡng môi,Kệ H1,196000
TRANS_01601,CUST_0814,Kem dưỡng da lão hóa,Kệ K3,1462000
TRANS_01602,CUST_0814,Thực phẩm bổ sung canxi,Kệ O2,343000
TRANS_01603,CUST_0814,Trà thảo mộc,Kệ N4,190000
TRANS_01604,CUST_0815,Rượu vang,Kệ M1,386000
TRANS_01605,CUST_0815,Mỹ phẩm cao cấp,Kệ K2,1202000
TRANS_01606,CUST_0815,Thực phẩm chức năng,Kệ O1,325000
TRANS_01607,CUST_0816,Giày sneaker,Kệ E1,885000
TRANS_01608,CUST_0816,Ba lô học sinh,Kệ F2,415000
TRANS_01609,CUST_0817,Giày sneaker,Kệ E1,1549000
TRANS_01610,CUST_0817,Nước tăng lực,Kệ J2,803000
TRANS_01611,CUST_0818,Mỹ phẩm cao cấp,Kệ K2,1481000
TRANS_01612,CUST_0819,Son dưỡng môi,Kệ H1,1625000
TRANS_01613,CUST_0820,Nước tăng lực,Kệ J2,103000
TRANS_01614,CUST_0821,Trà xanh,Kệ N3,462000
TRANS_01615,CUST_0822,Gậy đi bộ,Kệ P1,1855000
TRANS_01616,CUST_0823,Thực phẩm chức năng,Kệ O1,886000
TRANS_01617,CUST_0824,Mỹ phẩm cao cấp,Kệ K2,1004000
TRANS_01618,CUST_0824,Thực phẩm chức năng,Kệ O1,269000
TRANS_01619,CUST_0825,Nước tăng lực,Kệ J2,1554000
TRANS_01620,CUST_0825,Giày sneaker,Kệ E1,275000
TRANS_01621,CUST_0825,Đồng hồ thể thao,Kệ I1,1397000
TRANS_01622,CUST_0826,Giày sneaker,Kệ E1,244000
TRANS_01623,CUST_0827,Kẹp tóc thời trang,Kệ D2,631000
TRANS_01624,CUST_0827,Son dưỡng môi,Kệ H1,1046000
TRANS_01625,CUST_0827,Ba lô học sinh,Kệ F2,1348000
TRANS_01626,CUST_0828,Kem dưỡng da lão hóa,Kệ K3,1701000
TRANS_01627,CUST_0828,Trà thảo mộc,Kệ N4,950000
TRANS_01628,CUST_0828,Thực phẩm bổ sung canxi,Kệ O2,1532000
TRANS_01629,CUST_0829,Bút màu,Kệ B3,1020000
TRANS_01630,CUST_0829,Kẹp tóc,Kệ D1,203000
TRANS_01631,CUST_0829,Búp bê,Kệ A2,1473000
TRANS_01632,CUST_0830,Bút màu,Kệ B3,1598000
TRANS_01633,CUST_0830,Đồ chơi xe hơi,Kệ A1,832000
TRANS_01634,CUST_0831,Thực phẩm chức năng,Kệ O1,832000
TRANS_01635,CUST_0831,Rượu vang,Kệ M1,1149000
TRANS_01636,CUST_0832,Kem dưỡng da lão hóa,Kệ K3,1245000
TRANS_01637,CUST_0832,Thực phẩm bổ sung canxi,Kệ O2,307000
TRANS_01638,CUST_0832,Trà thảo mộc,Kệ N4,649000
TRANS_01639,CUST_0833,Trà sữa pha sẵn,Kệ J3,933000
TRANS_01640,CUST_0833,Túi xách,Kệ L2,1506000
TRANS_01641,CUST_0834,Bánh kẹo trẻ em,Kệ C2,1738000
TRANS_01642,CUST_0834,Đồ chơi xe hơi,Kệ A1,1275000
TRANS_01643,CUST_0834,Bút màu,Kệ B3,717000
TRANS_01644,CUST_0835,Búp bê,Kệ A2,1727000
TRANS_01645,CUST_0835,Bút màu,Kệ B3,1803000
TRANS_01646,CUST_0835,Kẹp tóc,Kệ D1,189000
